 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
         191
 
             z             p             T          n<H>            CH            CO           CH2           H2O           C2H            C2            C3            C4            C5          C2H2           HCO          H2CO           CH3           CH4           CO2          C2H4         C2H4O           C2O          C3O2            OH           HO2           HCN            CN           C2N          C2N2            NH           HNO           NH2            NO           NO2           N2O            H+            H-            C-          CHNO          CHO+           CN+           CN-           CNN           NCN           C2-          C4N2     HNO2(cis)      HNO2(tr)          HNO3           OH+           OH-          N2H2           NH3          H3O+          N2H4           NO+          NO2-           NO3          N2O3          N2O4          N2O5            O-           O2-            O3          CO2-           SI2           SI3           SIC          SI2C          SIC2           SIH          SIH4           SIN          SI2N           SIO          SIO2           AL+           ALH          HALO          ALOH         ALOH+         ALOH-         ALO2H           ALN           ALO          ALO+          ALO2         ALO2-          AL2O         AL2O+         AL2O2        AL202+           CAL           MGH          MGOH         MGOH+       MG(OH)2           MG+           MGN           MGO           ALS           CKN          NACN           COS
  2.110619E+08  2.730982E+05  1.984785E+03  1.677507E+18  1.003756E+04  4.514606E+14  1.159248E+06  3.176493E+14  3.305353E+03  5.416324E-03  6.687446E-06  1.140820E-14  7.553508E-19  1.132669E+06  1.109279E+08  6.205489E+07  2.427021E+08  3.256520E+09  3.776493E+10  1.799819E+03  5.237915E-06  3.085480E+01  5.209338E-04  9.366590E+10  1.414349E+01  3.972752E+09  3.720203E+05  2.703283E-01  1.081081E-01  9.420331E+06  5.217768E+03  3.020523E+08  2.676439E+07  9.314052E-03  6.054785E+00  8.085747E-10  5.172888E+06  1.036633E-04  3.933548E+05  1.230813E-04  6.773057E-20  3.294163E+04  7.105362E-05  7.326427E-01  1.402188E-03  4.965944E-14  3.756557E-03  4.372725E-03  4.112555E-13  6.346584E-13  5.146425E+04  3.755210E+01  3.500420E+10  2.664471E-01  1.353166E-02  3.336763E-07  5.031031E-03  2.866376E-15  6.107740E-20  2.139213E-30  2.780874E-40  3.490325E+01  3.699594E-05  1.594260E-10  3.958259E+02  1.073714E+03  6.599987E-03  2.270710E+00  1.962275E+00  2.319368E-01  1.291047E+09  5.501036E+06  3.932464E+06  1.528341E+02  5.104774E+13  6.890447E+07  7.699426E+06  4.212793E+11  3.734163E+06  9.388203E+11  1.169232E+04  1.120670E+04  1.737618E+09  3.770065E+04  5.323426E+09  5.895135E-05  3.667055E+05  3.565872E+02  1.470946E+11  6.640389E+01  1.049361E+07  3.650223E-09  1.523150E+01  5.103434E+11  7.960950E+09  4.733606E-01  6.380355E+06  1.589553E+05  4.510091E+06  3.150952E+07  2.774090E+09  2.130382E+04  3.162743E+05  3.044033E+08
  2.127947E+08  2.879481E+05  1.999120E+03  1.756005E+18  1.317434E+04  4.725865E+14  1.422473E+06  3.325365E+14  4.097602E+03  7.655533E-03  9.229465E-06  1.691564E-14  1.120028E-18  1.293880E+06  1.274010E+08  6.829531E+07  2.751499E+08  3.439522E+09  3.911711E+10  2.000689E+03  6.226686E-06  3.837541E+01  6.112037E-04  1.082784E+11  1.807772E+01  4.384055E+09  4.551685E+05  3.484420E-01  1.286669E-01  1.161518E+07  6.357668E+03  3.518083E+08  3.167194E+07  1.199553E-02  7.354105E+00  1.444690E-09  6.270446E+06  1.478110E-04  4.342619E+05  1.805926E-04  1.343234E-19  3.814391E+04  9.559249E-05  9.240673E-01  1.860868E-03  6.454813E-14  4.743560E-03  5.516924E-03  5.664975E-13  1.145540E-12  6.133924E+04  4.542648E+01  3.774341E+10  3.662216E-01  1.644787E-02  5.223865E-07  6.106743E-03  4.206415E-15  9.261361E-20  3.525603E-30  5.132956E-40  4.524920E+01  5.005311E-05  2.342804E-10  4.477619E+02  1.351261E+03  8.383177E-03  3.039219E+00  2.395048E+00  2.942789E-01  1.532541E+09  6.108368E+06  4.669596E+06  1.818615E+02  5.348273E+13  7.396876E+07  9.552954E+06  4.508552E+11  4.049292E+06  9.245640E+11  1.415669E+04  1.202609E+04  1.695684E+09  4.364157E+04  5.708944E+09  8.549291E-05  3.946181E+05  3.740661E+02  1.350099E+11  7.575203E+01  9.663475E+06  4.536167E-09  1.904013E+01  5.531832E+11  8.336605E+09  6.177317E-01  6.436848E+06  2.052415E+05  5.152656E+06  3.562593E+07  2.887632E+09  2.250571E+04  3.362301E+05  3.176373E+08
  2.162604E+08  3.201143E+05  2.027791E+03  1.924192E+18  2.250267E+04  5.178502E+14  2.131853E+06  3.644199E+14  6.272415E+03  1.513275E-02  1.744744E-05  3.688355E-14  2.447591E-18  1.689453E+06  1.675700E+08  8.272316E+07  3.535538E+08  3.851730E+09  4.199237E+10  2.481692E+03  8.809035E-06  5.906315E+01  8.410856E-04  1.439370E+11  2.925442E+01  5.338319E+09  6.776122E+05  5.756951E-01  1.820594E-01  1.753581E+07  9.378420E+03  4.755839E+08  4.407627E+07  1.970308E-02  1.078188E+01  4.501444E-09  9.151733E+06  2.967871E-04  5.292349E+05  3.834658E-04  5.144492E-19  5.100955E+04  1.715611E-04  1.461672E+00  3.253392E-03  1.089997E-13  7.504485E-03  8.713430E-03  1.062670E-12  3.640974E-12  8.661557E+04  6.620774E+01  4.391728E+10  6.841896E-01  2.425107E-02  1.256651E-06  8.937352E-03  8.922157E-15  2.096631E-19  9.396941E-30  1.707894E-39  7.525287E+01  9.049379E-05  4.977119E-10  5.714519E+02  2.128028E+03  1.347141E-02  5.399579E+00  3.559939E+00  4.719112E-01  2.150215E+09  7.544863E+06  6.556282E+06  2.569259E+02  5.870513E+13  8.515817E+07  1.449933E+07  5.131595E+11  4.729572E+06  8.942761E+11  2.050498E+04  1.376926E+04  1.611194E+09  5.792142E+04  6.518063E+09  1.761372E-04  4.536001E+05  4.092829E+02  1.131716E+11  9.712962E+01  8.153545E+06  6.877870E-09  2.940296E+01  6.496371E+11  9.151291E+09  1.042695E+00  6.575883E+06  3.389366E+05  6.707254E+06  4.539769E+07  3.107315E+09  2.514868E+04  3.809414E+05  3.456466E+08
  2.208368E+08  3.663752E+05  2.058869E+03  2.169206E+18  4.096399E+04  5.837894E+14  3.422117E+06  4.108378E+14  1.042015E+04  3.251174E-02  3.662332E-05  9.216869E-14  6.279286E-18  2.402808E+06  2.316907E+08  1.061345E+08  4.884671E+08  4.659785E+09  4.633445E+10  3.424472E+03  1.396154E-05  9.752354E+01  1.264438E-03  1.964978E+11  4.912398E+01  6.887345E+09  1.067362E+06  1.036467E+00  2.817883E-01  2.769908E+07  1.445685E+04  6.767440E+08  6.314693E+07  3.360976E-02  1.651503E+01  1.488817E-08  1.394802E+07  6.404608E-04  6.834251E+05  8.674845E-04  2.165200E-18  7.262481E+04  3.329607E-04  2.483792E+00  6.215130E-03  2.131756E-13  1.245362E-02  1.443446E-02  2.110076E-12  1.229595E-11  1.274990E+05  1.032045E+02  5.400876E+10  1.352475E+00  3.919255E-02  3.165293E-06  1.366213E-02  1.992255E-14  5.074014E-19  2.701103E-29  6.200552E-39  1.300454E+02  1.707504E-04  1.099917E-09  7.653804E+02  3.598313E+03  2.382615E-02  1.036666E+01  5.800928E+00  8.330995E-01  3.181535E+09  1.011904E+07  9.708874E+06  3.921508E+02  6.629186E+13  1.011250E+08  2.250555E+07  6.024716E+11  5.706410E+06  8.846519E+11  3.066313E+04  1.646035E+04  1.564385E+09  7.993683E+04  7.587594E+09  3.771992E-04  5.318004E+05  4.609998E+02  9.636192E+10  1.278330E+02  6.990886E+06  1.080034E-08  4.816208E+01  7.970392E+11  1.045837E+10  1.852232E+00  7.051881E+06  5.813948E+05  9.170879E+06  5.998988E+07  3.401401E+09  2.996885E+04  4.609621E+05  3.872045E+08
  2.254132E+08  4.189295E+05  2.088643E+03  2.444983E+18  7.240962E+04  6.580074E+14  5.403525E+06  4.630609E+14  1.706050E+04  6.732770E-02  7.484083E-05  2.234451E-13  1.573352E-17  3.419409E+06  3.170970E+08  1.360709E+08  6.736708E+08  5.704115E+09  5.120159E+10  4.778068E+03  2.216183E-05  1.581201E+02  1.895055E-03  2.635244E+11  7.987434E+01  8.875849E+09  1.649145E+06  1.828863E+00  4.338503E-01  4.272526E+07  2.179955E+04  9.512249E+08  8.857918E+07  5.545688E-02  2.475913E+01  4.530125E-08  2.080249E+07  1.325719E-03  8.815174E+05  1.869674E-03  8.313261E-18  1.025377E+05  6.273292E-04  4.135826E+00  1.158306E-02  4.149848E-13  2.011474E-02  2.327599E-02  4.027660E-12  3.814471E-11  1.841095E+05  1.585754E+02  6.656052E+10  2.570898E+00  6.280985E-02  7.475522E-06  2.043568E-02  4.223517E-14  1.164200E-18  7.274687E-29  2.075148E-38  2.171067E+02  3.093434E-04  2.299548E-09  1.016661E+03  5.963068E+03  4.151513E-02  1.933434E+01  9.366796E+00  1.449394E+00  4.637152E+09  1.363359E+07  1.416276E+07  5.933157E+02  7.483388E+13  1.196373E+08  3.379485E+07  7.034293E+11  6.834695E+06  8.808243E+11  4.466616E+04  1.962057E+04  1.530945E+09  1.084786E+05  8.753475E+09  7.642493E-04  6.176023E+05  5.178128E+02  8.324886E+10  1.649359E+02  6.079169E+06  1.642495E-08  7.697059E+01  9.759249E+11  1.198823E+10  3.187728E+00  7.652020E+06  9.644755E+05  1.241984E+07  7.838831E+07  3.704769E+09  3.596524E+04  5.619608E+05  4.338268E+08
  2.299897E+08  4.785234E+05  2.116414E+03  2.755835E+18  1.234694E+05  7.416640E+14  8.363644E+06  5.219064E+14  2.744575E+04  1.332910E-01  1.480382E-04  5.220793E-13  3.831176E-17  4.871581E+06  4.286804E+08  1.743486E+08  9.274594E+08  7.087780E+09  5.669199E+10  6.762011E+03  3.526183E-05  2.507351E+02  2.830246E-03  3.458127E+11  1.248377E+02  1.142622E+10  2.488775E+06  3.149066E+00  6.638754E-01  6.401524E+07  3.199781E+04  1.317337E+09  1.210806E+08  8.784115E-02  3.615452E+01  1.243382E-07  3.022687E+07  2.608475E-03  1.135749E+06  3.795500E-03  2.849761E-17  1.433835E+05  1.139889E-03  6.718315E+00  2.095493E-02  8.036568E-13  3.142773E-02  3.631289E-02  7.323472E-12  1.065463E-10  2.597942E+05  2.394495E+02  8.227506E+10  4.656326E+00  9.966385E-02  1.630307E-05  2.977593E-02  8.399111E-14  2.501536E-18  1.808105E-28  6.281758E-38  3.475251E+02  5.332917E-04  4.489864E-09  1.337538E+03  9.642422E+03  7.104698E-02  3.480497E+01  1.496172E+01  2.477567E+00  6.636394E+09  1.848027E+07  2.028546E+07  8.883334E+02  8.445934E+13  1.409093E+08  4.888262E+07  8.188942E+11  8.143489E+06  8.874650E+11  6.320908E+04  2.340437E+04  1.518615E+09  1.447477E+05  1.002453E+10  1.451014E-03  7.115694E+05  5.820465E+02  7.376758E+10  2.091388E+02  5.419199E+06  2.418008E-08  1.198053E+02  1.192377E+12  1.379696E+10  5.275357E+00  8.427212E+06  1.535015E+06  1.662746E+07  1.010390E+08  4.028403E+09  4.360449E+04  6.916908E+05  4.865774E+08
  2.345661E+08  5.448488E+05  2.138038E+03  3.106257E+18  1.934536E+05  8.359688E+14  1.235019E+07  5.882437E+14  4.234273E+04  2.373529E-01  2.711248E-04  1.117175E-12  8.707550E-17  6.952082E+06  5.629250E+08  2.229889E+08  1.270976E+09  9.114911E+09  6.304508E+10  9.881505E+03  5.633497E-05  3.771582E+02  4.186755E-03  4.313310E+11  1.778559E+02  1.466607E+10  3.553431E+06  5.116122E+00  1.000275E+00  8.959945E+07  4.409113E+04  1.761834E+09  1.557847E+08  1.264264E-01  4.962498E+01  2.677861E-07  4.136325E+07  4.560678E-03  1.458707E+06  6.688245E-03  7.480353E-17  1.961405E+05  1.901614E-03  1.029224E+01  3.537419E-02  1.534474E-12  4.541516E-02  5.241513E-02  1.187769E-11  2.325379E-10  3.476731E+05  3.469889E+02  1.023877E+11  7.522747E+00  1.543681E-01  2.947537E-05  4.083258E-02  1.437379E-13  4.606479E-18  3.719881E-28  1.501487E-37  5.046014E+02  8.192601E-04  7.468651E-09  1.721761E+03  1.471487E+04  1.164839E-01  5.764143E+01  2.328154E+01  4.060228E+00  9.098609E+09  2.538727E+07  2.782949E+07  1.297081E+03  9.527686E+13  1.642063E+08  6.524207E+07  9.543778E+11  9.660317E+06  9.266555E+11  8.417635E+04  2.821168E+04  1.567025E+09  1.871412E+05  1.137382E+10  2.382049E-03  8.110650E+05  6.610572E+02  7.047596E+10  2.584579E+02  5.201187E+06  3.347792E-08  1.766701E+02  1.449423E+12  1.602579E+10  7.955915E+00  9.604055E+06  2.215127E+06  2.166728E+07  1.261041E+08  4.406616E+09  5.432831E+04  8.703504E+05  5.480216E+08
  2.391425E+08  6.203672E+05  2.159663E+03  3.501237E+18  3.014951E+05  9.422641E+14  1.818380E+07  6.630052E+14  6.516217E+04  4.198593E-01  4.941998E-04  2.378086E-12  1.971348E-16  9.924578E+06  7.378891E+08  2.852000E+08  1.741443E+09  1.174980E+10  7.013483E+10  1.447423E+04  9.005983E-05  5.655186E+02  6.191754E-03  5.362372E+11  2.518968E+02  1.882309E+10  5.055941E+06  8.282727E+00  1.506037E+00  1.248654E+08  6.051180E+04  2.351148E+09  1.996590E+08  1.808548E-01  6.785008E+01  5.679067E-07  5.638068E+07  7.914002E-03  1.873372E+06  1.168139E-02  1.930640E-16  2.679399E+05  3.155526E-03  1.571082E+01  5.945603E-02  2.928658E-12  6.530708E-02  7.528934E-02  1.912688E-11  4.996130E-10  4.636696E+05  5.015572E+02  1.274817E+11  1.206649E+01  2.387868E-01  5.265860E-05  5.577703E-02  2.436637E-13  8.400812E-18  7.563213E-28  3.536237E-37  7.280707E+02  1.249261E-03  1.229756E-08  2.213287E+03  2.237445E+04  1.904819E-01  9.496305E+01  3.617315E+01  6.637349E+00  1.244040E+10  3.491251E+07  3.807587E+07  1.891086E+03  1.074751E+14  1.912330E+08  8.654120E+07  1.111204E+12  1.144517E+07  9.687980E+11  1.115582E+05  3.399343E+04  1.619480E+09  2.412142E+05  1.288397E+10  3.870772E-03  9.229167E+05  7.505228E+02  6.751795E+10  3.182447E+02  5.005536E+06  4.608066E-08  2.593687E+02  1.761261E+12  1.862575E+10  1.192840E+01  1.097033E+07  3.176645E+06  2.818537E+07  1.570665E+08  4.816484E+09  6.777737E+04  1.096797E+06  6.173395E+08
  2.437189E+08  7.051643E+05  2.177689E+03  3.946798E+18  4.479657E+05  1.062170E+15  2.607329E+07  7.473505E+14  9.794737E+04  6.995844E-01  8.625847E-04  4.817503E-12  4.293313E-16  1.418372E+07  9.515604E+08  3.644402E+08  2.380236E+09  1.544649E+10  7.821870E+10  2.159440E+04  1.443368E-04  8.230953E+02  9.108697E-03  6.478265E+11  3.385755E+02  2.412107E+10  6.972473E+06  1.297734E+01  2.248106E+00  1.674505E+08  8.013883E+04  3.076662E+09  2.472881E+08  2.450810E-01  8.958119E+01  1.049839E-06  7.430853E+07  1.284943E-02  2.401921E+06  1.883027E-02  4.284040E-16  3.616171E+05  4.989786E-03  2.320278E+01  9.612951E-02  5.546194E-12  8.986012E-02  1.035011E-01  2.887310E-11  9.334563E-10  6.002878E+05  7.083890E+02  1.593555E+11  1.814143E+01  3.644231E-01  8.459381E-05  7.364240E-02  3.794278E-13  1.404058E-17  1.381809E-27  7.286765E-37  9.943854E+02  1.785158E-03  1.849456E-08  2.811131E+03  3.292869E+04  3.040741E-01  1.492592E+02  5.538653E+01  1.059615E+01  1.660348E+10  4.838479E+07  5.084495E+07  2.718622E+03  1.212108E+14  2.213840E+08  1.097858E+08  1.296104E+12  1.354143E+07  1.034698E+12  1.429817E+05  4.126001E+04  1.713405E+09  3.057580E+05  1.453397E+10  5.798205E-03  1.044969E+06  8.582331E+02  6.764522E+10  3.869659E+02  5.033704E+06  6.138322E-08  3.697513E+02  2.134208E+12  2.176249E+10  1.696660E+01  1.277704E+07  4.309261E+06  3.611125E+07  1.921030E+08  5.290158E+09  8.594286E+04  1.399721E+06  6.973708E+08
  2.482954E+08  8.005271E+05  2.192980E+03  4.449366E+18  6.424242E+05  1.197415E+15  3.665832E+07  8.425014E+14  1.446766E+05  1.115070E+00  1.457871E-03  9.406615E-12  9.084397E-16  2.028658E+07  1.212314E+09  4.653800E+08  3.247410E+09  2.060344E+10  8.739658E+10  3.265744E+04  2.317447E-04  1.171809E+03  1.334668E-02  7.661852E+11  4.377605E+02  3.087427E+10  9.395101E+06  1.984428E+01  3.334317E+00  2.182476E+08  1.033614E+05  3.967917E+09  2.986096E+08  3.190417E-01  1.152432E+02  1.752677E-06  9.553071E+07  1.985976E-02  3.075740E+06  2.859956E-02  8.497541E-16  4.837046E+05  7.612888E-03  3.343691E+01  1.510213E-01  1.044179E-11  1.196636E-01  1.377240E-01  4.154488E-11  1.572245E-09  7.602947E+05  9.834657E+02  1.997830E+11  2.599459E+01  5.506077E-01  1.255907E-04  9.481235E-02  5.547582E-13  2.199550E-17  2.331992E-27  1.359772E-36  1.304003E+03  2.431115E-03  2.600638E-08  3.538949E+03  4.730172E+04  4.767976E-01  2.265501E+02  8.388691E+01  1.662084E+01  2.176604E+10  6.744033E+07  6.668353E+07  3.867653E+03  1.366822E+14  2.551561E+08  1.347749E+08  1.514226E+12  1.601025E+07  1.123045E+12  1.788065E+05  5.036968E+04  1.845130E+09  3.829117E+05  1.634959E+10  8.178399E-03  1.179142E+06  9.869863E+02  7.010247E+10  4.664114E+02  5.232875E+06  7.984640E-08  5.158978E+02  2.580711E+12  2.552698E+10  2.320597E+01  1.509692E+07  5.609197E+06  4.574621E+07  2.317979E+08  5.833737E+09  1.103287E+05  1.803080E+06  7.894781E+08
  2.528718E+08  9.087864E+05  2.208271E+03  5.015928E+18  9.190223E+05  1.349879E+15  5.147098E+07  9.497677E+14  2.134508E+05  1.771842E+00  2.458536E-03  1.832237E-11  1.918686E-15  2.901988E+07  1.543242E+09  5.942789E+08  4.430189E+09  2.751254E+10  9.766717E+10  4.944211E+04  3.721954E-04  1.665785E+03  1.955378E-02  9.047973E+11  5.644560E+02  3.951649E+10  1.263905E+07  3.029509E+01  4.943596E+00  2.838824E+08  1.330659E+05  5.112156E+09  3.599337E+08  4.141508E-01  1.479888E+02  2.905008E-06  1.226001E+08  3.058984E-02  3.938444E+06  4.325543E-02  1.672241E-15  6.466420E+05  1.158621E-02  4.810432E+01  2.367951E-01  1.965440E-11  1.589906E-01  1.828490E-01  5.958046E-11  2.628801E-09  9.614834E+05  1.363756E+03  2.505259E+11  3.712067E+01  8.314087E-01  1.854142E-04  1.218568E-01  8.075501E-13  3.430280E-17  3.914058E-27  2.520111E-36  1.705168E+03  3.299694E-03  3.639685E-08  4.452675E+03  6.783356E+04  7.467169E-01  3.430282E+02  1.269619E+02  2.604060E+01  2.849770E+10  9.404633E+07  8.734548E+07  5.498437E+03  1.541247E+14  2.939922E+08  1.650084E+08  1.768706E+12  1.892281E+07  1.219954E+12  2.231466E+05  6.149980E+04  1.988904E+09  4.789740E+05  1.838286E+10  1.148323E-02  1.329837E+06  1.135233E+03  7.277833E+10  5.614548E+02  5.449488E+06  1.036256E-07  7.185030E+02  3.119998E+12  2.994975E+10  3.165013E+01  1.785628E+07  7.279302E+06  5.790241E+07  2.794193E+08  6.432988E+09  1.417529E+05  2.324240E+06  8.939105E+08
  2.574482E+08  1.030208E+06  2.222198E+03  5.650572E+18  1.289870E+06  1.520661E+15  7.144571E+07  1.069936E+15  3.115552E+05  2.748720E+00  4.069773E-03  3.492430E-11  3.978641E-15  4.143582E+07  1.950275E+09  7.574802E+08  6.026837E+09  3.692664E+10  1.091657E+11  7.514388E+04  5.965247E-04  2.338125E+03  2.852573E-02  1.056652E+12  7.133884E+02  5.047187E+10  1.678550E+07  4.559749E+01  7.289267E+00  3.636871E+08  1.689000E+05  6.530630E+09  4.281521E+08  5.265894E-01  1.874161E+02  4.572702E-06  1.552518E+08  4.590388E-02  5.032352E+06  6.343069E-02  3.106737E-15  8.592616E+05  1.729040E-02  6.824799E+01  3.652305E-01  3.674693E-11  2.076141E-01  2.386080E-01  8.333332E-11  4.170490E-09  1.201565E+06  1.871884E+03  3.141505E+11  5.169511E+01  1.246235E+00  2.630153E-04  1.545140E-01  1.138189E-12  5.173207E-17  6.305935E-27  4.438551E-36  2.183471E+03  4.369127E-03  4.923405E-08  5.570919E+03  9.594733E+04  1.156287E+00  5.095209E+02  1.906692E+02  4.034555E+01  3.693244E+10  1.312338E+08  1.132420E+08  7.760983E+03  1.736499E+14  3.377282E+08  1.986368E+08  2.065525E+12  2.233424E+07  1.334723E+12  2.748581E+05  7.520326E+04  2.160964E+09  5.948607E+05  2.062636E+10  1.563551E-02  1.496235E+06  1.308161E+03  7.676074E+10  6.722427E+02  5.763784E+06  1.327544E-07  9.884436E+02  3.763608E+12  3.516766E+10  4.228623E+01  2.124198E+07  9.247354E+06  7.278598E+07  3.342629E+08  7.102915E+09  1.829267E+05  3.004551E+06  1.012411E+09
  2.620246E+08  1.167504E+06  2.235842E+03  6.364565E+18  1.800629E+06  1.712791E+15  9.885909E+07  1.205134E+15  4.534294E+05  4.235419E+00  6.702426E-03  6.617634E-11  8.210016E-15  5.914616E+07  2.459767E+09  9.651309E+08  8.193790E+09  4.964634E+10  1.220341E+11  1.143700E+05  9.558092E-04  3.270370E+03  4.157401E-02  1.230067E+12  8.964582E+02  6.443457E+10  2.221189E+07  6.836186E+01  1.073333E+01  4.639175E+08  2.135251E+05  8.323076E+09  5.073742E+08  6.655911E-01  2.364157E+02  7.091337E-06  1.958588E+08  6.837704E-02  6.427083E+06  9.219655E-02  5.677122E-15  1.139987E+06  2.566096E-02  9.645277E+01  5.607762E-01  6.859844E-11  2.697800E-01  3.098517E-01  1.157296E-10  6.516795E-09  1.496587E+06  2.562145E+03  3.939853E+11  7.147649E+01  1.864530E+00  3.688132E-04  1.951797E-01  1.589438E-12  7.727426E-17  1.004160E-26  7.704491E-36  2.779230E+03  5.744369E-03  6.594958E-08  6.959622E+03  1.351927E+05  1.785029E+00  7.527498E+02  2.857625E+02  6.232137E+01  4.772735E+10  1.832020E+08  1.463963E+08  1.093371E+04  1.956125E+14  3.876630E+08  2.379111E+08  2.411790E+12  2.634815E+07  1.463173E+12  3.372312E+05  9.199820E+04  2.353115E+09  7.371925E+05  2.312722E+10  2.109811E-02  1.682122E+06  1.508165E+03  8.131201E+10  8.034100E+02  6.122171E+06  1.693909E-07  1.354913E+03  4.537265E+12  4.130652E+10  5.616186E+01  2.531437E+07  1.167491E+07  9.131731E+07  3.990017E+08  7.844504E+09  2.363979E+05  3.887749E+06  1.146781E+09
  2.666011E+08  1.322890E+06  2.249809E+03  7.166674E+18  2.516922E+06  1.928627E+15  1.368468E+08  1.357020E+15  6.600351E+05  6.536741E+00  1.104637E-02  1.254906E-10  1.694408E-14  8.435867E+07  3.102924E+09  1.229104E+09  1.113349E+10  6.664886E+10  1.363726E+11  1.737821E+05  1.529855E-03  4.576893E+03  6.055881E-02  1.433186E+12  1.128462E+03  8.222046E+10  2.941322E+07  1.025450E+02  1.579738E+01  5.924133E+08  2.702097E+05  1.061047E+10  6.018974E+08  8.428019E-01  2.985198E+02  1.105123E-05  2.473136E+08  1.020549E-01  8.204566E+06  1.343565E-01  1.042751E-14  1.512284E+06  3.812934E-02  1.364033E+02  8.616502E-01  1.279343E-10  3.510265E-01  4.028996E-01  1.610577E-10  1.023400E-08  1.865515E+06  3.507958E+03  4.937703E+11  9.902813E+01  2.788799E+00  5.191227E-04  2.467857E-01  2.226137E-12  1.157632E-16  1.604890E-26  1.343564E-35  3.544035E+03  7.569127E-03  8.862876E-08  8.694909E+03  1.906070E+05  2.755759E+00  1.113353E+03  4.281600E+02  9.627298E+01  6.170421E+10  2.554805E+08  1.893415E+08  1.540063E+04  2.202885E+14  4.449553E+08  2.852713E+08  2.813915E+12  3.106359E+07  1.601635E+12  4.140161E+05  1.124230E+05  2.558465E+09  9.134693E+05  2.592068E+10  2.854030E-02  1.890404E+06  1.737161E+03  8.589895E+10  9.596331E+02  6.485484E+06  2.161812E-07  1.857633E+03  5.467772E+12  4.848439E+10  7.470465E+01  3.012914E+07  1.476539E+07  1.145711E+08  4.764297E+08  8.656622E+09  3.050868E+05  5.024722E+06  1.298449E+09
  2.711775E+08  1.494500E+06  2.269882E+03  8.025313E+18  3.723900E+06  2.159671E+15  1.942913E+08  1.519516E+15  9.790802E+05  1.082661E+01  1.900649E-02  2.493159E-10  3.592532E-14  1.182878E+08  3.970366E+09  1.550858E+09  1.497985E+10  8.577052E+10  1.510908E+11  2.522821E+05  2.390778E-03  6.600726E+03  8.750479E-02  1.731120E+12  1.520810E+03  1.040376E+11  4.031380E+07  1.587334E+02  2.316230E+01  7.926775E+08  3.569677E+05  1.377991E+10  7.458543E+08  1.145453E+00  3.931828E+02  2.075209E-05  3.249763E+08  1.653296E-01  1.038833E+07  2.172063E-01  2.339252E-14  2.017454E+06  5.985602E-02  1.996542E+02  1.376873E+00  2.350303E-10  4.823920E-01  5.531591E-01  2.434565E-10  1.942779E-08  2.407060E+06  4.904194E+03  6.090266E+11  1.490261E+02  4.182724E+00  8.440627E-04  3.249629E-01  3.490033E-12  1.942390E-16  2.951505E-26  2.795702E-35  4.853978E+03  1.085945E-02  1.346868E-07  1.095174E+04  2.779261E+05  4.326486E+00  1.736716E+03  6.441381E+02  1.511929E+02  8.176753E+10  3.470787E+08  2.510679E+08  2.182005E+04  2.467953E+14  5.121494E+08  3.618098E+08  3.243164E+12  3.633742E+07  1.686673E+12  5.282658E+05  1.343246E+05  2.668869E+09  1.146535E+06  2.901084E+10  4.293992E-02  2.123994E+06  1.962190E+03  8.420493E+10  1.152885E+03  6.383004E+06  2.852640E-07  2.617673E+03  6.560375E+12  5.604853E+10  1.061814E+02  3.456283E+07  2.008257E+07  1.455478E+08  5.799988E+08  9.415532E+09  3.793180E+05  6.299817E+06  1.455889E+09
  2.757539E+08  1.688372E+06  2.289954E+03  8.986826E+18  5.488533E+06  2.418388E+15  2.752683E+08  1.701471E+15  1.449698E+06  1.784590E+01  3.259035E-02  4.934321E-10  7.595112E-14  1.659005E+08  5.073748E+09  1.956828E+09  2.015248E+10  1.105663E+11  1.674391E+11  3.668537E+05  3.737802E-03  9.497431E+03  1.264114E-01  2.086076E+12  2.040881E+03  1.316340E+11  5.511535E+07  2.450809E+02  3.394163E+01  1.057326E+09  4.702213E+05  1.786776E+10  9.216616E+08  1.549970E+00  5.164110E+02  3.853527E-05  4.258576E+08  2.664037E-01  1.315248E+07  3.488737E-01  5.183833E-14  2.688883E+06  9.360132E-02  2.914719E+02  2.193425E+00  4.316195E-10  6.605819E-01  7.567920E-01  3.661212E-10  3.646382E-08  3.098351E+06  6.843606E+03  7.514557E+11  2.230906E+02  6.267333E+00  1.360552E-03  4.267410E-01  5.434267E-12  3.236433E-16  5.381984E-26  5.755650E-35  6.618569E+03  1.549840E-02  2.031835E-07  1.378168E+04  4.041736E+05  6.779319E+00  2.698826E+03  9.679577E+02  2.370070E+02  1.081401E+11  4.718614E+08  3.322599E+08  3.088057E+04  2.764788E+14  5.892107E+08  4.570184E+08  3.736961E+12  4.248677E+07  1.778636E+12  6.719477E+05  1.605337E+05  2.788383E+09  1.436541E+06  3.244621E+10  6.415481E-02  2.384623E+06  2.216962E+03  8.278262E+10  1.382543E+03  6.300051E+06  3.751439E-07  3.678492E+03  7.868925E+12  6.481737E+10  1.502656E+02  3.971230E+07  2.718824E+07  1.846568E+08  7.050087E+08  1.024051E+10  4.721274E+05  7.906647E+06  1.632767E+09
