 Teff =  2700.00  logg =  3.34  mixLengthPara =  0.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.00
         191
 
             z             p             T          n<H>            CS           CS2        C2K2N2       C2N2NA2       FE(OH)2           FEO           FEH            HK           KOH           NAH          NAOH            HS        K2O2H2       NA2O2H2         H2SO4           H2S            K+            KO           KO-            K2           MGS            SN           NA+           NAO          NAO-           NA2            SO           S2O           SO2           SIS            S8            H2            N2            O2            S2           FES            C+            N+            O+           CNO           TIO          TIO2           TIC          TIC2           TIS          TICL         TICL2         TICL4           TI+            S+           SI+           FE+           C3H           CA+          CAOH       CA(OH)2           CAO           CAS           CA2           CAH           TIH           LI+           LIH           LIO          LIOH          LICL          NACL           KCL          CACL         CACL2           HCL           CL+           CL-          MGCL         MGCL2        MG2CL4          FECL         FECL2          ALCL         ALCL2         ALCL3        AL2CL6          SICL         SICL2         SICL3         SICL4           H2-           H2+           HE+            VO           VO2
  2.038565E+08  2.185060E+05  1.922703E+03  1.385410E+18  2.579807E+08  4.825267E+05  7.119508E-13  1.544098E-20  4.829893E+06  2.854900E+08  2.467266E+09  2.297813E+08  3.353062E+07  7.575901E+09  1.769750E+08  2.008482E+12  5.262511E-07  3.130608E-05  3.844039E-13  1.323067E+13  1.074788E+10  1.338056E+03  3.105054E-03  1.724403E+01  2.296847E+09  6.211297E+06  1.530506E+09  2.470708E+04  4.470320E-02  8.546621E+03  4.204363E+08  8.778421E+03  3.949570E+05  2.826876E+12  7.768523E-31  6.916565E+17  4.681836E+13  1.324295E+04  2.394452E+09  3.051340E+09  2.016596E-17  2.119588E-21  2.824780E-18  5.499977E+01  1.240543E+11  4.457916E+09  1.027213E+02  5.753892E-04  1.852522E+09  4.682510E+06  3.771868E+03  3.677537E-09  4.657818E+02  2.392924E-06  1.686604E-02  5.496257E+03  1.718330E-02  2.134022E+07  2.350001E+10  1.445220E+08  7.479953E+06  1.394706E+09  1.865328E+03  5.004191E+09  6.833313E+06  2.059922E+03  2.808435E+05  2.099007E+00  1.700115E+05  1.580064E+05  6.090939E+08  1.264392E+08  1.781323E+09  5.960456E+06  3.964805E+11  3.209029E-15  1.054153E+07  7.755677E+07  4.315898E+04  5.766576E-12  4.392231E+06  2.249413E+04  3.833970E+10  5.409287E+04  1.869163E-01  2.089129E-24  1.681546E+04  1.450046E+01  1.146909E-06  1.180202E-13  9.892984E-02  1.043976E-14  2.780839E-37  5.635408E+09  8.610051E+07
  2.040127E+08  2.196069E+05  1.924214E+03  1.391276E+18  2.610016E+08  4.847643E+05  7.128851E-13  1.657628E-20  4.821727E+06  2.878481E+08  2.492079E+09  2.315744E+08  3.362725E+07  7.633170E+09  1.777489E+08  2.027457E+12  5.248477E-07  3.128041E-05  3.921954E-13  1.327892E+13  1.088300E+10  1.358581E+03  3.158331E-03  1.733498E+01  2.309396E+09  6.307760E+06  1.556677E+09  2.509413E+04  4.549446E-02  8.591114E+03  4.257980E+08  8.868629E+03  3.990658E+05  2.834338E+12  7.859486E-31  6.945781E+17  4.701655E+13  1.356876E+04  2.411234E+09  3.058097E+09  2.173905E-17  2.302242E-21  3.051228E-18  5.613814E+01  1.262283E+11  4.512616E+09  1.061629E+02  5.958018E-04  1.884234E+09  4.765064E+06  3.793072E+03  3.658527E-09  4.879649E+02  2.518435E-06  1.766173E-02  5.663213E+03  1.757597E-02  2.180999E+07  2.352914E+10  1.439732E+08  7.560913E+06  1.398738E+09  1.878895E+03  5.051430E+09  7.036329E+06  2.097924E+03  2.824920E+05  2.126563E+00  1.700316E+05  1.570584E+05  6.073630E+08  1.259043E+08  1.777029E+09  5.885339E+06  3.981859E+11  3.416523E-15  1.061650E+07  7.770772E+07  4.283834E+04  5.642900E-12  4.406031E+06  2.230571E+04  3.848721E+10  5.409015E+04  1.855696E-01  2.051016E-24  1.705016E+04  1.454673E+01  1.146965E-06  1.173641E-13  1.003680E-01  1.100134E-14  3.101610E-37  5.640953E+09  8.570955E+07
  2.043252E+08  2.218254E+05  1.927237E+03  1.403082E+18  2.671426E+08  4.892668E+05  7.148391E-13  1.909992E-20  4.805422E+06  2.926076E+08  2.542386E+09  2.351975E+08  3.382069E+07  7.748969E+09  1.793049E+08  2.065845E+12  5.220534E-07  3.122992E-05  4.081858E-13  1.337579E+13  1.115768E+10  1.400456E+03  3.267340E-03  1.751805E+01  2.334663E+09  6.504698E+06  1.610264E+09  2.588459E+04  4.711552E-02  8.680927E+03  4.366849E+08  9.050934E+03  4.073687E+05  2.849356E+12  8.043282E-31  7.004584E+17  4.741545E+13  1.424238E+04  2.444997E+09  3.071602E+09  2.525504E-17  2.715085E-21  3.558650E-18  5.848232E+01  1.305168E+11  4.617885E+09  1.132435E+02  6.379874E-04  1.946706E+09  4.928670E+06  3.831922E+03  3.618147E-09  5.347718E+02  2.788824E-06  1.936397E-02  6.011663E+03  1.838889E-02  2.277840E+07  2.358724E+10  1.428822E+08  7.724958E+06  1.406807E+09  1.906269E+03  5.147081E+09  7.450513E+06  2.175878E+03  2.858174E+05  2.182615E+00  1.700727E+05  1.552046E+05  6.040067E+08  1.248590E+08  1.768708E+09  5.739654E+06  4.016614E+11  3.871923E-15  1.076900E+07  7.802084E+07  4.221666E+04  5.406828E-12  4.434254E+06  2.193984E+04  3.874020E+10  5.403108E+04  1.827519E-01  1.973591E-24  1.753105E+04  1.464352E+01  1.147530E-06  1.161255E-13  1.033017E-01  1.221380E-14  3.856503E-37  5.651894E+09  8.493098E+07
  2.045704E+08  2.235824E+05  1.929609E+03  1.412418E+18  2.720573E+08  4.928272E+05  7.164589E-13  2.134346E-20  4.792605E+06  2.963822E+08  2.582512E+09  2.380758E+08  3.397251E+07  7.841045E+09  1.805329E+08  2.096382E+12  5.198673E-07  3.119080E-05  4.211166E-13  1.345216E+13  1.137747E+10  1.434098E+03  3.355220E-03  1.766283E+01  2.354641E+09  6.663074E+06  1.653509E+09  2.652041E+04  4.842436E-02  8.752199E+03  4.453816E+08  9.195725E+03  4.139609E+05  2.861244E+12  8.189211E-31  7.051083E+17  4.773089E+13  1.479210E+04  2.471677E+09  3.082187E+09  2.840034E-17  3.089225E-21  4.013859E-18  6.038691E+01  1.338025E+11  4.695832E+09  1.189682E+02  6.722877E-04  1.994489E+09  5.054849E+06  3.858651E+03  3.584028E-09  5.737900E+02  3.020482E-06  2.081069E-02  6.299284E+03  1.905388E-02  2.356626E+07  2.363262E+10  1.420310E+08  7.855697E+06  1.413146E+09  1.927990E+03  5.223270E+09  7.781880E+06  2.238924E+03  2.884542E+05  2.227490E+00  1.701049E+05  1.537891E+05  6.014745E+08  1.240619E+08  1.762439E+09  5.629514E+06  4.044537E+11  4.270782E-15  1.089120E+07  7.827739E+07  4.174699E+04  5.231646E-12  4.457023E+06  2.166294E+04  3.889565E+10  5.393068E+04  1.804164E-01  1.911653E-24  1.791973E+04  1.472382E+01  1.148427E-06  1.152246E-13  1.056587E-01  1.325531E-14  4.573461E-37  5.660330E+09  8.432251E+07
  2.046856E+08  2.244120E+05  1.930723E+03  1.416823E+18  2.743941E+08  4.945074E+05  7.172470E-13  2.248479E-20  4.786574E+06  2.981660E+08  2.601550E+09  2.394378E+08  3.404374E+07  7.884637E+09  1.811113E+08  2.110843E+12  5.188419E-07  3.117253E-05  4.273029E-13  1.348810E+13  1.148195E+10  1.450130E+03  3.397192E-03  1.773114E+01  2.364064E+09  6.738601E+06  1.674179E+09  2.682365E+04  4.905010E-02  8.785898E+03  4.495105E+08  9.264208E+03  4.170778E+05  2.866856E+12  8.258218E-31  7.073019E+17  4.787971E+13  1.505670E+04  2.484257E+09  3.087154E+09  3.000671E-17  3.281894E-21  4.246745E-18  6.130124E+01  1.353129E+11  4.730754E+09  1.217006E+02  6.887221E-04  2.016429E+09  5.113144E+06  3.869919E+03  3.567205E-09  5.927937E+02  3.135551E-06  2.152564E-02  6.438775E+03  1.937460E-02  2.394478E+07  2.365381E+10  1.416325E+08  7.917668E+06  1.416122E+09  1.938255E+03  5.259377E+09  7.938907E+06  2.269101E+03  2.897003E+05  2.248826E+00  1.701198E+05  1.531367E+05  6.003176E+08  1.236950E+08  1.759577E+09  5.579060E+06  4.057854E+11  4.471753E-15  1.094937E+07  7.840128E+07  4.153208E+04  5.152358E-12  4.467916E+06  2.153609E+04  3.895438E+10  5.386593E+04  1.792801E-01  1.882205E-24  1.810576E+04  1.476292E+01  1.148995E-06  1.148239E-13  1.067821E-01  1.377353E-14  4.953925E-37  5.664241E+09  8.403749E+07
  2.049159E+08  2.260805E+05  1.932950E+03  1.425673E+18  2.791253E+08  4.978846E+05  7.188777E-13  2.495163E-20  4.774460E+06  3.017548E+08  2.639999E+09  2.421822E+08  3.418610E+07  7.972528E+09  1.822716E+08  2.140007E+12  5.167920E-07  3.113608E-05  4.398993E-13  1.356019E+13  1.169342E+10  1.482654E+03  3.482524E-03  1.786839E+01  2.383000E+09  6.891941E+06  1.716237E+09  2.743931E+04  5.032349E-02  8.853758E+03  4.578567E+08  9.402138E+03  4.233527E+05  2.878149E+12  8.397179E-31  7.117096E+17  4.817873E+13  1.559870E+04  2.509520E+09  3.097071E+09  3.349171E-17  3.703266E-21  4.752811E-18  6.316945E+01  1.382572E+11  4.796924E+09  1.272380E+02  7.221589E-04  2.059147E+09  5.227418E+06  3.889738E+03  3.531879E-09  6.320880E+02  3.378530E-06  2.302793E-02  6.726573E+03  2.003294E-02  2.471866E+07  2.369586E+10  1.408369E+08  8.042712E+06  1.422069E+09  1.958901E+03  5.332223E+09  8.254840E+06  2.330584E+03  2.922084E+05  2.292018E+00  1.701491E+05  1.518554E+05  5.980670E+08  1.229753E+08  1.754009E+09  5.480509E+06  4.084908E+11  4.902099E-15  1.106732E+07  7.865625E+07  4.111316E+04  4.999310E-12  4.490095E+06  2.128836E+04  3.904240E+10  5.370046E+04  1.769263E-01  1.822575E-24  1.848491E+04  1.484401E+01  1.150429E-06  1.140665E-13  1.090616E-01  1.486961E-14  5.810886E-37  5.671964E+09  8.346860E+07
  2.049788E+08  2.265384E+05  1.933558E+03  1.428100E+18  2.804314E+08  4.988113E+05  7.193367E-13  2.567088E-20  4.771139E+06  3.027402E+08  2.650592E+09  2.429366E+08  3.422494E+07  7.996702E+09  1.825893E+08  2.148030E+12  5.162317E-07  3.112612E-05  4.433915E-13  1.357993E+13  1.175177E+10  1.491646E+03  3.506157E-03  1.790603E+01  2.388192E+09  6.934364E+06  1.727895E+09  2.760962E+04  5.067646E-02  8.872403E+03  4.601569E+08  9.440032E+03  4.250759E+05  2.881249E+12  8.435352E-31  7.129184E+17  4.826074E+13  1.574975E+04  2.516444E+09  3.099779E+09  3.451093E-17  3.827321E-21  4.901006E-18  6.368911E+01  1.390412E+11  4.814066E+09  1.287653E+02  7.314129E-04  2.070509E+09  5.258009E+06  3.894479E+03  3.521818E-09  6.431142E+02  3.448006E-06  2.345574E-02  6.807289E+03  2.021681E-02  2.493404E+07  2.370726E+10  1.406197E+08  8.077126E+06  1.423693E+09  1.964570E+03  5.352272E+09  8.341418E+06  2.347645E+03  2.928972E+05  2.303936E+00  1.701569E+05  1.515109E+05  5.974670E+08  1.227821E+08  1.752525E+09  5.454133E+06  4.092400E+11  5.026603E-15  1.109993E+07  7.872755E+07  4.100123E+04  4.958748E-12  4.496254E+06  2.122210E+04  3.905927E+10  5.364656E+04  1.762639E-01  1.806112E-24  1.859017E+04  1.486685E+01  1.150892E-06  1.138700E-13  1.096920E-01  1.518346E-14  6.069378E-37  5.674050E+09  8.331339E+07
  2.051046E+08  2.274571E+05  1.934775E+03  1.432967E+18  2.830611E+08  5.006701E+05  7.202722E-13  2.717151E-20  4.764461E+06  3.047164E+08  2.671887E+09  2.444518E+08  3.430255E+07  8.045262E+09  1.832254E+08  2.164147E+12  5.151102E-07  3.110616E-05  4.504422E-13  1.361946E+13  1.186923E+10  1.509767E+03  3.553844E-03  1.798150E+01  2.398599E+09  7.019903E+06  1.751430E+09  2.795302E+04  5.138905E-02  8.909833E+03  4.647835E+08  9.516093E+03  4.285335E+05  2.887473E+12  8.511957E-31  7.153421E+17  4.842518E+13  1.605577E+04  2.530322E+09  3.105182E+09  3.664163E-17  4.087786E-21  5.211061E-18  6.474062E+01  1.405794E+11  4.847037E+09  1.318351E+02  7.500565E-04  2.092787E+09  5.318261E+06  3.903031E+03  3.501133E-09  6.655317E+02  3.591122E-06  2.433473E-02  6.971465E+03  2.058988E-02  2.537000E+07  2.372996E+10  1.401856E+08  8.146281E+06  1.426940E+09  1.975943E+03  5.392562E+09  8.514684E+06  2.382113E+03  2.942797E+05  2.327929E+00  1.701721E+05  1.508289E+05  5.962868E+08  1.223999E+08  1.749607E+09  5.402077E+06  4.107517E+11  5.285054E-15  1.116565E+07  7.887241E+07  4.078065E+04  4.879200E-12  4.508689E+06  2.109134E+04  3.908328E+10  5.352705E+04  1.749129E-01  1.772959E-24  1.880293E+04  1.491348E+01  1.151915E-06  1.134908E-13  1.109627E-01  1.583056E-14  6.620845E-37  5.678189E+09  8.300320E+07
  2.053562E+08  2.293056E+05  1.937209E+03  1.442751E+18  2.883926E+08  5.044100E+05  7.222148E-13  3.043816E-20  4.751024E+06  3.086941E+08  2.714946E+09  2.475068E+08  3.445747E+07  8.143243E+09  1.845011E+08  2.196672E+12  5.128638E-07  3.106609E-05  4.648102E-13  1.369873E+13  1.210722E+10  1.546568E+03  3.650916E-03  1.813320E+01  2.419524E+09  7.193793E+06  1.799390E+09  2.865101E+04  5.284118E-02  8.985254E+03  4.741414E+08  9.669315E+03  4.354936E+05  2.900011E+12  8.666256E-31  7.202142E+17  4.875573E+13  1.668371E+04  2.558199E+09  3.115981E+09  4.129803E-17  4.661960E-21  5.889729E-18  6.689327E+01  1.435175E+11  4.907135E+09  1.380158E+02  7.877787E-04  2.135273E+09  5.434363E+06  3.916063E+03  3.457307E-09  7.117515E+02  3.894766E-06  2.618999E-02  7.311154E+03  2.135785E-02  2.626287E+07  2.377468E+10  1.393169E+08  8.285830E+06  1.433415E+09  1.998802E+03  5.473874E+09  8.860358E+06  2.452457E+03  2.970639E+05  2.376537E+00  1.702012E+05  1.494936E+05  5.940066E+08  1.216535E+08  1.743960E+09  5.300691E+06  4.138315E+11  5.841988E-15  1.129920E+07  7.917182E+07  4.035287E+04  4.726320E-12  4.534110E+06  2.083717E+04  3.909027E+10  5.323897E+04  1.721022E-01  1.705719E-24  1.923764E+04  1.501066E+01  1.154360E-06  1.127885E-13  1.135444E-01  1.720602E-14  7.876152E-37  5.686335E+09  8.238367E+07
  2.056067E+08  2.311604E+05  1.939632E+03  1.452555E+18  2.937970E+08  5.081638E+05  7.242509E-13  3.407563E-20  4.737464E+06  3.126832E+08  2.758414E+09  2.505809E+08  3.461110E+07  8.241917E+09  1.857742E+08  2.229432E+12  5.106181E-07  3.102571E-05  4.794586E-13  1.377792E+13  1.234821E+10  1.583937E+03  3.749799E-03  1.828521E+01  2.440484E+09  7.370649E+06  1.848330E+09  2.936062E+04  5.432257E-02  9.061073E+03  4.835927E+08  9.823201E+03  4.424752E+05  2.912620E+12  8.821180E-31  7.250965E+17  4.908699E+13  1.733013E+04  2.586098E+09  3.126694E+09  4.650898E-17  5.311823E-21  6.650680E-18  6.910326E+01  1.462252E+11  4.958191E+09  1.441862E+02  8.257050E-04  2.174332E+09  5.542917E+06  3.923085E+03  3.410147E-09  7.594387E+02  4.221550E-06  2.817325E-02  7.664767E+03  2.215249E-02  2.718003E+07  2.381824E+10  1.384504E+08  8.426348E+06  1.439839E+09  2.021710E+03  5.555791E+09  9.200883E+06  2.524374E+03  2.998609E+05  2.425741E+00  1.702275E+05  1.482029E+05  5.918467E+08  1.209348E+08  1.738603E+09  5.203362E+06  4.169756E+11  6.453901E-15  1.143507E+07  7.948295E+07  3.994479E+04  4.582081E-12  4.560157E+06  2.059383E+04  3.903873E+10  5.288294E+04  1.691521E-01  1.637532E-24  1.968307E+04  1.511294E+01  1.157357E-06  1.121665E-13  1.161683E-01  1.868997E-14  9.357986E-37  5.694254E+09  8.176755E+07
  2.059547E+08  2.336382E+05  1.942535E+03  1.465974E+18  3.007691E+08  5.133611E+05  7.309120E-13  3.922212E-20  4.729807E+06  3.177742E+08  2.815418E+09  2.547321E+08  3.485013E+07  8.375238E+09  1.875959E+08  2.270589E+12  5.095415E-07  3.107310E-05  4.979253E-13  1.388914E+13  1.264966E+10  1.631441E+03  3.877612E-03  1.851023E+01  2.468599E+09  7.592290E+06  1.909597E+09  3.026171E+04  5.623480E-02  9.172681E+03  4.951045E+08  1.001020E+04  4.508874E+05  2.931394E+12  9.013596E-31  7.317811E+17  4.954037E+13  1.813158E+04  2.620100E+09  3.142580E+09  5.364188E-17  6.208374E-21  7.685020E-18  7.195960E+01  1.490959E+11  5.004829E+09  1.516857E+02  8.731266E-04  2.215877E+09  5.664877E+06  3.927693E+03  3.357478E-09  8.179026E+02  4.645897E-06  3.076097E-02  8.112794E+03  2.323827E-02  2.833117E+07  2.390518E+10  1.376826E+08  8.605217E+06  1.449101E+09  2.053595E+03  5.664160E+09  9.603638E+06  2.614441E+03  3.037320E+05  2.488282E+00  1.705171E+05  1.469659E+05  5.904593E+08  1.203257E+08  1.735557E+09  5.103813E+06  4.213788E+11  7.272430E-15  1.161667E+07  8.001654E+07  3.957754E+04  4.441253E-12  4.599874E+06  2.036233E+04  3.886355E+10  5.235509E+04  1.655097E-01  1.556172E-24  2.027150E+04  1.528199E+01  1.165505E-06  1.119665E-13  1.195169E-01  2.063220E-14  1.150538E-36  5.709463E+09  8.110961E+07
  2.063879E+08  2.367515E+05  1.946119E+03  1.482831E+18  3.096373E+08  5.199207E+05  7.397786E-13  4.667094E-20  4.721158E+06  3.241980E+08  2.888089E+09  2.599746E+08  3.514811E+07  8.543758E+09  1.898747E+08  2.322336E+12  5.082699E-07  3.113595E-05  5.214401E-13  1.402849E+13  1.303120E+10  1.691816E+03  4.040997E-03  1.879456E+01  2.503872E+09  7.874369E+06  1.987893E+09  3.140853E+04  5.868339E-02  9.314101E+03  5.095708E+08  1.024340E+04  4.613392E+05  2.955275E+12  9.254083E-31  7.401778E+17  5.010990E+13  1.916426E+04  2.662388E+09  3.162957E+09  6.394697E-17  7.521614E-21  9.179220E-18  7.564996E+01  1.518552E+11  5.034067E+09  1.606060E+02  9.305510E-04  2.255628E+09  5.789364E+06  3.915288E+03  3.281482E-09  8.911030E+02  5.226471E-06  3.427913E-02  8.701836E+03  2.466589E-02  2.981405E+07  2.401233E+10  1.367359E+08  8.829875E+06  1.460601E+09  2.093670E+03  5.800937E+09  1.006881E+07  2.729820E+03  3.086161E+05  2.567436E+00  1.708844E+05  1.455369E+05  5.890801E+08  1.196436E+08  1.732630E+09  4.988443E+06  4.270681E+11  8.426367E-15  1.184974E+07  8.072240E+07  3.916884E+04  4.282354E-12  4.652405E+06  2.010356E+04  3.848344E+10  5.151344E+04  1.605839E-01  1.451609E-24  2.103365E+04  1.550959E+01  1.177408E-06  1.119404E-13  1.237828E-01  2.330086E-14  1.483565E-36  5.728243E+09  8.029886E+07
  2.068211E+08  2.399063E+05  1.949702E+03  1.499882E+18  3.187785E+08  5.265966E+05  7.490520E-13  5.552658E-20  4.711491E+06  3.306811E+08  2.962423E+09  2.653146E+08  3.544395E+07  8.715584E+09  1.921587E+08  2.375024E+12  5.069066E-07  3.119434E-05  5.456813E-13  1.416880E+13  1.342278E+10  1.753975E+03  4.210153E-03  1.908272E+01  2.539533E+09  8.165697E+06  2.069153E+09  3.259123E+04  6.122384E-02  9.457960E+03  5.243121E+08  1.047893E+04  4.718467E+05  2.979655E+12  9.497384E-31  7.486706E+17  5.068597E+13  2.024605E+04  2.704997E+09  3.183264E+09  7.619593E-17  9.106313E-21  1.095513E-17  7.952032E+01  1.535347E+11  5.026001E+09  1.688371E+02  9.848255E-04  2.279523E+09  5.876723E+06  3.878735E+03  3.190450E-09  9.636386E+02  5.876752E-06  3.819044E-02  9.331110E+03  2.618999E-02  3.136592E+07  2.411502E+10  1.357583E+08  9.057651E+06  1.471992E+09  2.134043E+03  5.940146E+09  1.047989E+07  2.849899E+03  3.135779E+05  2.648530E+00  1.712375E+05  1.441970E+05  5.879988E+08  1.190231E+08  1.730369E+09  4.880139E+06  4.330167E+11  9.762416E-15  1.209219E+07  8.147204E+07  3.880256E+04  4.137541E-12  4.707456E+06  1.986695E+04  3.790306E+10  5.043799E+04  1.551226E-01  1.342299E-24  2.183505E+04  1.575663E+01  1.191206E-06  1.121363E-13  1.281880E-01  2.630320E-14  1.911262E-36  5.746468E+09  7.948091E+07
  2.069194E+08  2.406280E+05  1.950516E+03  1.503778E+18  3.208922E+08  5.281287E+05  7.512172E-13  5.775856E-20  4.709129E+06  3.321592E+08  2.979521E+09  2.665400E+08  3.551071E+07  8.755042E+09  1.926773E+08  2.387112E+12  5.065824E-07  3.120684E-05  5.512786E-13  1.420077E+13  1.351306E+10  1.768328E+03  4.249348E-03  1.914865E+01  2.547678E+09  8.233117E+06  2.088016E+09  3.286463E+04  6.181327E-02  9.490948E+03  5.276943E+08  1.053266E+04  4.742360E+05  2.985262E+12  9.552954E-31  7.506113E+17  5.081761E+13  2.049846E+04  2.714708E+09  3.187856E+09  7.928221E-17  9.509163E-21  1.140245E-17  8.042449E+01  1.537390E+11  5.018243E+09  1.705687E+02  9.964647E-04  2.282351E+09  5.890365E+06  3.866619E+03  3.167434E-09  9.797457E+02  6.034827E-06  3.913715E-02  9.479753E+03  2.655015E-02  3.172789E+07  2.413759E+10  1.355314E+08  9.109728E+06  1.474558E+09  2.143235E+03  5.972063E+09  1.056326E+07  2.877820E+03  3.147148E+05  2.667199E+00  1.713153E+05  1.439057E+05  5.877971E+08  1.188912E+08  1.729952E+09  4.856537E+06  4.344053E+11  1.009386E-14  1.214860E+07  8.164864E+07  3.872552E+04  4.106590E-12  4.720318E+06  1.981639E+04  3.774092E+10  5.015853E+04  1.538026E-01  1.316841E-24  2.202272E+04  1.581563E+01  1.194623E-06  1.122137E-13  1.292075E-01  2.703502E-14  2.024093E-36  5.750518E+09  7.929408E+07
  2.071160E+08  2.420779E+05  1.952142E+03  1.511601E+18  3.251648E+08  5.312129E+05  7.556180E-13  6.249439E-20  4.704225E+06  3.351236E+08  3.013985E+09  2.690063E+08  3.564374E+07  8.834481E+09  1.937145E+08  2.411435E+12  5.059165E-07  3.123093E-05  5.625771E-13  1.426485E+13  1.369521E+10  1.797310E+03  4.328645E-03  1.928110E+01  2.564029E+09  8.369436E+06  2.126220E+09  3.341700E+04  6.300664E-02  9.557310E+03  5.344990E+08  1.064043E+04  4.790184E+05  2.996565E+12  9.664483E-31  7.545077E+17  5.108192E+13  2.101107E+04  2.734178E+09  3.197034E+09  8.582897E-17  1.036801E-20  1.235108E-17  8.226232E+01  1.539263E+11  4.995469E+09  1.738405E+02  1.018750E-03  2.284762E+09  5.909815E+06  3.837704E+03  3.118524E-09  1.011298E+03  6.363375E-06  4.110019E-02  9.783790E+03  2.728708E-02  3.246290E+07  2.418186E+10  1.350715E+08  9.214282E+06  1.479666E+09  2.161646E+03  6.036251E+09  1.071667E+07  2.934423E+03  3.170008E+05  2.704833E+00  1.714681E+05  1.433375E+05  5.874440E+08  1.186378E+08  1.729227E+09  4.810412E+06  4.372280E+11  1.079080E-14  1.226304E+07  8.200956E+07  3.857842E+04  4.046789E-12  4.746493E+06  1.971891E+04  3.738046E+10  4.955760E+04  1.510671E-01  1.265207E-24  2.240488E+04  1.593712E+01  1.201798E-06  1.124071E-13  1.312688E-01  2.855839E-14  2.269815E-36  5.758521E+09  7.891896E+07
  2.075092E+08  2.450041E+05  1.955395E+03  1.527370E+18  3.338954E+08  5.374649E+05  7.647183E-13  7.315984E-20  4.693560E+06  3.410777E+08  3.083961E+09  2.740008E+08  3.590757E+07  8.995475E+09  1.957873E+08  2.460668E+12  5.045061E-07  3.127492E-05  5.855662E-13  1.439355E+13  1.406598E+10  1.856371E+03  4.490875E-03  1.954842E+01  2.596969E+09  8.648059E+06  2.204579E+09  3.454407E+04  6.545177E-02  9.691592E+03  5.482642E+08  1.085701E+04  4.885863E+05  3.019550E+12  9.888941E-31  7.623613E+17  5.161467E+13  2.206759E+04  2.773293E+09  3.215315E+09  1.005624E-16  1.232020E-20  1.448421E-17  8.605880E+01  1.533069E+11  4.917935E+09  1.794367E+02  1.058248E-03  2.275011E+09  5.913090E+06  3.759205E+03  3.008028E-09  1.070482E+03  7.072994E-06  4.532094E-02  1.041964E+04  2.883076E-02  3.397788E+07  2.426645E+10  1.341244E+08  9.424811E+06  1.489769E+09  2.198531E+03  6.166000E+09  1.095970E+07  3.050737E+03  3.216223E+05  2.781268E+00  1.717611E+05  1.422607E+05  5.869491E+08  1.181737E+08  1.728229E+09  4.722490E+06  4.430657E+11  1.233227E-14  1.249878E+07  8.276386E+07  3.831297E+04  3.935497E-12  4.800698E+06  1.953865E+04  3.650419E+10  4.817523E+04  1.451848E-01  1.159064E-24  2.319782E+04  1.619507E+01  1.217604E-06  1.129580E-13  1.354823E-01  3.185899E-14  2.852800E-36  5.774099E+09  7.816194E+07
  2.079424E+08  2.482688E+05  1.958979E+03  1.544933E+18  3.438153E+08  5.444944E+05  7.752534E-13  8.702794E-20  4.680251E+06  3.476648E+08  3.162681E+09  2.796000E+08  3.619382E+07  9.176159E+09  1.980631E+08  2.515819E+12  5.028076E-07  3.131539E-05  6.114280E-13  1.453617E+13  1.448462E+10  1.923108E+03  4.675203E-03  1.984668E+01  2.633617E+09  8.964436E+06  2.294000E+09  3.581988E+04  6.823601E-02  9.841968E+03  5.636535E+08  1.109681E+04  4.991002E+05  3.045517E+12  1.013808E-30  7.711081E+17  5.220804E+13  2.327992E+04  2.816641E+09  3.235317E+09  1.196930E-16  1.488939E-20  1.724917E-17  9.043467E+01  1.507688E+11  4.774353E+09  1.836001E+02  1.090633E-03  2.237061E+09  5.848993E+06  3.634899E+03  2.863039E-09  1.125763E+03  7.943077E-06  5.046591E-02  1.116512E+04  3.064785E-02  3.571782E+07  2.435254E+10  1.330313E+08  9.658480E+06  1.500698E+09  2.239181E+03  6.310969E+09  1.109827E+07  3.183817E+03  3.267911E+05  2.867221E+00  1.720601E+05  1.411728E+05  5.867631E+08  1.177346E+08  1.727902E+09  4.632515E+06  4.498290E+11  1.428731E-14  1.277020E+07  8.365085E+07  3.806852E+04  3.825870E-12  4.863617E+06  1.936444E+04  3.526472E+10  4.633301E+04  1.379712E-01  1.037385E-24  2.411968E+04  1.650544E+01  1.237581E-06  1.138501E-13  1.402677E-01  3.592388E-14  3.666755E-36  5.790516E+09  7.731496E+07
